"","Name","Birth_Date","Age","Birth_Place","Country","Height","Weight","Association","Class","Fighter_id","NickName","Feet","Inch"
"184","Cezar Ferreira",1985-02-15,"33","Ibitinga, Sao Paulo","Brazil",15,"50","MMA Masters","Middleweight","Mutante","Mutante","6","1"
"185","Davi Ramos",1986-11-05,"31","Rio de Janeiro, Rio de Janeiro","Brazil",10,"29","Team Nogueira","Lightweight","The Tasmanian Devil","The Tasmanian Devil","5","8"
"186","Warlley Alves",1991-01-04,"27","Governador Valadares, Minas Gerais","Brazil",13,"38","X-Gym","Welterweight","character(0)","character(0)","5","11"
"187","Markus Perez",1990-06-22,"28","Sao Paulo, Sao Paulo","Brazil",16,"50","Viscardi Andrade Team / Veras TK","Middleweight","Maluko","Maluko","6","2"
"188","Amanda Nunes",1988-05-30,"30","Salvador, Bahia","Brazil",10,"14","American Top Team","Bantamweight","Lioness","Lioness","5","8"
"189","Frankie Edgar",1981-10-16,"36","Toms River, New Jersey","United States",8,"20","Ricardo Almeida Jiu-Jitsu","Featherweight","The Answer","The Answer","5","6"
"190","Justin Willis",1987-07-19,"31","San Jose, California","United States",15,"104","American Kickboxing Academy","Heavyweight","Big Pretty","Big Pretty","6","1"
"191","David Branch",1981-09-26,"37","Brooklyn, New York","United States",15,"50","Renzo Gracie Jiu-Jitsu","Middleweight","character(0)","character(0)","6","1"
"192","Ryan LaFlare",1983-10-01,"35","Lindenhurst, New York","United States",15,"38","Long Island MMA","Welterweight","character(0)","character(0)","6","1"
"193","Siyar Bahadurzada",1984-04-17,"34","Kabul","Afghanistan",13,"38","Jackson-Wink MMA","Welterweight","The Great","The Great","5","11"
"194","Tony Martin",1989-12-11,"28","Palos Heights, Illinois","United States",14,"38","American Top Team","Welterweight","character(0)","character(0)","6","0"
"195","Kevin Lee",1992-09-04,"26","Grand Rapids, Michigan","United States",11,"29","Xtreme Couture","Lightweight","The Motown Phenom","The Motown Phenom","5","9"
"196","Michelle Waterson",1986-01-06,"32","Albuquerque, New Mexico","United States",5,"4","Jackson-Wink MMA","Strawweight","The Karate Hottie","The Karate Hottie","5","3"
"197","Antonio Carlos Jr.",1990-03-16,"28","Joao Pessoa, Paraiba","Brazil",16,"50","American Top Team","Middleweight","Cara de Sapato","Cara de Sapato","6","2"
"198","Muslim Salikhov",1984-06-09,"34","Buynaksk, Dagestan","Russia",13,"38","Fighting Eagle","Welterweight","King of Kung Fu","King of Kung Fu","5","11"
"199","John Moraga",1984-03-20,"34","Phoenix, Arizona","United States",8,"9","Arizona Combat Sports / MMA Lab","Flyweight","Chicano","Chicano","5","6"
"200","Brad Tavares",1987-12-21,"30","Kailua, Hawaii","United States",13,"50","Xtreme Couture / MMA Development","Middleweight","character(0)","character(0)","5","11"
"201","Gilbert Burns",1986-07-20,"32","Niteroi, Rio de Janeiro","Brazil",12,"29","Hard Knocks 365","Lightweight","Durinho","Durinho","5","10"
"202","Lauren Mueller",1991-11-15,"26","San Diego, California","United States",7,"9","Alliance MMA","Flyweight","Princess Tiger","Princess Tiger","5","5"
"203","Yushin Okami",1981-07-21,"37","Kawasaki, Kanagawa","Japan",16,"50","Wajutsu Keishukai Tokyo","Middleweight","Thunder","Thunder","6","2"
"204","Adam Wieczorek",1992-02-05,"26","Chorzow","Poland",19,"79","AKS Chorzow","Heavyweight","Siwy","Siwy","6","5"
"205","Luke Sanders",1985-12-12,"32","Clarksville, Tennessee","United States",9,"14","Nashville MMA / Dynamix MMA","Bantamweight","Cool Hand","Cool Hand","5","7"
"206","Rose Namajunas",1992-06-29,"26","Milwaukee, Wisconsin","United States",7,"4","303 Training Center","Strawweight","Thug","Thug","5","5"
"207","Chris Gruetzemacher",1986-06-16,"32","Surprise, Arizona","United States",10,"29","2 Knuckle Sports MMA Academy","Lightweight","Gritz","Gritz","5","8"
"208","Karolina Kowalkiewicz",1985-10-15,"32","Lodz","Poland",5,"3","Shark Top Team","Strawweight","character(0)","character(0)","5","3"
"209","Olivier Aubin-Mercier",1989-02-23,"29","Boucherville, Quebec","Canada",11,"29","H2O MMA / Tristar Gym","Lightweight","The Quebec Kid","The Quebec Kid","5","9"
"210","Ashlee Evans-Smith",1987-07-09,"31","Lake Forest, California","United States",10,"15","Reign MMA","Bantamweight","Rebel Girl","Rebel Girl","5","8"
"211","Devin Clark",1988-07-26,"30","Sioux Falls, South Dakota","United States",14,"50","Jackson-Wink MMA","Middleweight","Brown Bear","Brown Bear","6","0"
"212","Khabib Nurmagomedov",1988-09-20,"30","Makhachkala, Dagestan","Russia",12,"29","Fightspirit Team / American Kickboxing Academy","Lightweight","The Eagle","The Eagle","5","10"
"213","Tom Duquesnoy",1993-06-21,"25","Paris","France",9,"14","Jackson-Wink MMA","Bantamweight","Fire Kid","Fire Kid","5","7"
"214","Charles Byrd",1983-10-11,"34","Plano, Texas","United States",12,"50","Fortis MMA","Middleweight","Kid Dynamite","Kid Dynamite","5","10"
"215","Danny Henry",NA,NA,"Endinburgh","Scotland",13,"29","Higher Level Martial Arts","Lightweight","The Hatchet","The Hatchet","5","11"
"216","Paul Craig",NA,NA,"Coatbridge","Scotland",18,"57","Scottish Hit Squad","Light Heavyweight","Bearjew","Bearjew","6","4"
"217","Kajan Johnson",1984-04-21,"34","Burns Lake, British Columbia","Canada",13,"29","Tristar Gym","Lightweight","Ragin'","Ragin'","5","11"
"218","Dmitriy Sosnovskiy",1989-07-06,"29","Moscow","Russia",17,"80","American Top Team","Heavyweight","Wicked Machine","Wicked Machine","6","3"
"219","Alexander Volkov",1988-10-24,"29","Moscow","Russia",21,"80","Strela Team","Heavyweight","Drago","Drago","6","7"
"220","Brian Ortega",1991-02-21,"27","Torrance, California","United States",11,"20","Black House / Black Belt Surfing Team","Featherweight","T-City","T-City","5","9"
"221","Sean O'Malley",1994-10-24,"23","Helena, Montana","United States",13,"14","MMA Lab","Bantamweight","Sugar","Sugar","5","11"
"222","Andrei Arlovski",1979-02-04,"39","Minsk","Belarus",18,"88","Archangel Michael Club","Heavyweight","The Pit Bull","The Pit Bull","6","4"
"223","Ketlen Vieira",1991-08-26,"27","Manaus, Amazonas","Brazil",11,"14","Nova Uniao / Team Feitosa","Bantamweight","Fenomeno","Fenomeno","5","9"
"224","John Dodson",1984-09-26,"34","Albuquerque, New Mexico","United States",5,"14","Jackson-Wink MMA","Bantamweight","The Magician","The Magician","5","3"
"225","C.B. Dollaway",1983-08-10,"35","Tempe, Arizona","United States",16,"50","Power MMA Team","Middleweight","The Doberman","The Doberman","6","2"
"226","Zak Ottow",1986-12-22,"31","Milwaukee, Wisconsin","United States",13,"38","Pura Vida BJJ","Welterweight","The Barbarian","The Barbarian","5","11"
"227","Cody Stamann",1989-11-09,"28","Wayne, Michigan","United States",9,"14","Michigan Top Team","Bantamweight","Mr. Wonderful","Mr. Wonderful","5","7"
"228","Cristiane Justino",1985-07-09,"33","Curitiba, Parana","Brazil",10,"20","Chute Boxe / The Arena","Featherweight","Cris Cyborg","Cris Cyborg","5","8"
"229","Ilir Latifi",1983-07-28,"35","Malmo","Sweden",10,"57","Pancrase Gym Sweden","Light Heavyweight","The Sledgehammer","The Sledgehammer","5","8"
"230","Max Griffin",1985-11-29,"32","Sacramento, California","United States",13,"38","Marinoble's Martial Arts","Welterweight","Pain","Pain","5","11"
"231","Brian Kelleher",1986-08-19,"32","Selden, New York","United States",8,"14","Maxum BJJ","Bantamweight","Boom","Boom","5","6"
"232","Marion Reneau",1977-06-20,"41","Visalia, California","United States",8,"14","Elite Team","Bantamweight","The Belizean Bruiser","The Belizean Bruiser","5","6"
"233","Angela Hill",1985-01-12,"33","San Diego, California","United States",5,"4","Alliance MMA","Strawweight","Overkill","Overkill","5","3"
"234","Alan Jouban",1982-11-25,"35","Lafayette, Louisiana","United States",14,"39","Black House / 10th Planet Jiu-Jitsu","Welterweight","Brahma","Brahma","6","0"
"235","Jeremy Stephens",1986-05-26,"32","Des Moines, Iowa","United States",11,"20","Alliance MMA","Featherweight","Lil' Heathen","Lil' Heathen","5","9"
"236","James Vick",1987-02-23,"31","Mineral Wells, Texas","United States",17,"29","Team Lloyd Irvin","Lightweight","The Texecutioner","The Texecutioner","6","3"
"237","Brandon Davis",1990-05-08,"28","Starkville, Mississippi","United States",12,"20","Alan Belcher MMA Club","Featherweight","Killer B","Killer B","5","10"
"238","Carlos Diego Ferreira",1985-01-18,"33","Careiro da Varzea, Amazonas","Brazil",11,"29","James Cooper MMA / Team Ferreira","Lightweight","character(0)","character(0)","5","9"
"239","Roberto Sanchez",1986-03-05,"32","Houston, Texas","United States",8,"9","Gracie Barra Texas / Etre Fit","Flyweight","Little Fury","Little Fury","5","6"
"240","Lucie Pudilova",1994-06-13,"24","Pribram","Czech Republic",10,"14","KBC Pribram-MMA","Bantamweight","Bullet","Bullet","5","8"
"241","Alex Morono",1990-08-16,"28","Houston, Texas","United States",13,"38","Gracie Barra Woodlands","Welterweight","The Great White","The Great White","5","11"
"242","Oskar Piechota",1990-01-24,"28","Gdansk","Poland",14,"50","Piranha Grappling Team","Middleweight","Imadlo","Imadlo","6","0"
"243","Donald Cerrone",1983-03-29,"35","Broomfield, Colorado","United States",14,"38","Jackson-Wink MMA","Welterweight","Cowboy","Cowboy","6","0"
"244","Tyson Pedro",1991-09-17,"27","Sydney, New South Wales","Australia",17,"57","Lions High Performance Centre","Light Heavyweight","character(0)","character(0)","6","3"
"245","Dong Hyun  Kim",1988-09-09,"30","Busan","South Korea",13,"29","Busan Team MAD","Lightweight","Maestro","Maestro","5","11"
"246","Jussier da Silva",1985-04-14,"33","Natal, Rio Grande do Norte","Brazil",7,"9","American Top Team","Flyweight","Formiga","Formiga","5","5"
"247","Ross Pearson",1984-09-26,"34","Sunderland, Tyne and Wear","England",10,"29","Central Coast MMA","Lightweight","The Real Deal","The Real Deal","5","8"
"248","Jose Alberto Quinonez",1990-07-28,"28","Tlaltenango de Sanchez Roman, Zacatecas","Mexico",10,"14","Delincuentes MMA","Bantamweight","El Teco","El Teco","5","8"
"249","Luke Jumeau",1988-02-12,"30","Hamilton, Waikato","New Zealand",13,"38","Phuket Top Team","Welterweight","The Jedi","The Jedi","5","11"
"250","Yoel Romero",1977-04-30,"41","Miami, Florida","United States",12,"50","American Top Team","Middleweight","Soldier of God","Soldier of God","5","10"
"251","Valentina Shevchenko",1988-03-07,"30","Lima","Peru",7,"9","Tiger Muay Thai","Flyweight","Bullet","Bullet","5","5"
"252","Timothy Johnson",1985-03-13,"33","Fargo, North Dakota","United States",17,"103","Xtreme Couture","Heavyweight","character(0)","character(0)","6","3"
"253","Douglas Silva de Andrade",1985-06-22,"33","Castanhal, Para","Brazil",8,"14","Corinthians MMA / Nabruta Fight Team","Bantamweight","D'Silva","D'Silva","5","6"
"254","Alan Patrick Silva Alves",1983-07-19,"35","Manaus, Amazonas","Brazil",13,"29","X-Gym","Lightweight","Nuguette","Nuguette","5","11"
"255","Polyana Viana",1992-06-14,"26","Sao Geraldo do Araguaia, Para","Brazil",9,"4","Tata Fight Team","Strawweight","Dama de Ferro","Dama de Ferro","5","7"
"256","Iuri Alcantara",1980-08-04,"38","Marajo, Para","Brazil",11,"14","Marajo Brothers Team","Bantamweight","Marajo","Marajo","5","9"
"257","Andre Fili",1990-06-25,"28","Sacramento, California","United States",12,"20","Team Alpha Male","Featherweight","Touchy","Touchy","5","10"
"258","Bobby Green",1986-09-09,"32","Redlands, California","United States",12,"29","Pinnacle Fighting Systems","Lightweight","King","King","5","10"
"259","Ronaldo Souza",1979-12-07,"38","Manaus, Amazonas","Brazil",15,"49","X-Gym","Middleweight","Jacare","Jacare","6","1"
"260","Calvin Kattar",1988-03-26,"30","Methuen, Massachusetts","United States",13,"20","Carlos Neto BJJ / Team Sityodtong","Featherweight","The Boston Finisher","The Boston Finisher","5","11"
"261","Gian Villante",1985-08-18,"33","Bellmore, New York","United States",16,"57","Bellmore Kickboxing Academy","Light Heavyweight","character(0)","character(0)","6","2"
"262","Rob Font",1987-06-25,"31","Boston, Massachusetts","United States",10,"14","Team Sityodtong","Bantamweight","character(0)","character(0)","5","8"
"263","Kyle Bochniak",1987-02-05,"31","Gloucester, Massachusetts","United States",9,"20","Broadway Jiu-Jitsu","Featherweight","Crash","Crash","5","7"
"264","Stipe Miocic",1982-08-19,"36","Independence, Ohio","United States",18,"85","Strong Style Fight Team","Heavyweight","character(0)","character(0)","6","4"
"265","Jessica-Rose Clark",1987-11-28,"30","Innisfail, Queensland","Australia",7,"9","Syndicate MMA","Flyweight","Jessy Jess","Jessy Jess","5","5"
"266","Darren Elkins",1984-05-16,"34","Hobart, Indiana","United States",12,"20","Duneland Vale Tudo","Featherweight","The Damage","The Damage","5","10"
"267","Marco Polo Reyes",1984-11-07,"33","Tepic, Nayarit","Mexico",13,"29","Entram Gym / Alliance MMA","Lightweight","El Toro","El Toro","5","11"
"268","Kyung Ho Kang",1987-09-09,"31","Busan, Yeongnam","South Korea",11,"14","Busan Team MAD","Bantamweight","Mr. Perfect","Mr. Perfect","5","9"
"269","Mads Burnell",1994-03-06,"24","Copenhagen","Denmark",10,"20","Arte Suave Copenhagen","Featherweight","character(0)","character(0)","5","8"
"270","Carla Esparza",1987-10-10,"30","Redondo Beach, California","United States",3,"4","Team Oyama","Strawweight","Cookie Monster","Cookie Monster","5","1"
"271","Michal Oleksiejczuk",1995-02-22,"23","Barki","Poland",14,"57","Gornik Leczna","Light Heavyweight","Lord","Lord","6","0"
"272","Myles Jury",1988-10-31,"29","Hazel Park, Michigan","United States",13,"20","Power MMA","Featherweight","Fury","Fury","5","11"
"273","Marvin Vettori",1993-09-20,"25","Mezzocorona, Trentino","Italy",14,"50","Kings MMA","Middleweight","The Italian Dream","The Italian Dream","6","0"
"274","Matheus Nicolau Pereira",1993-01-06,"25","Belo Horizonte, Minas Gerais","Brazil",8,"9","Jackson-Wink MMA / Luttrell / Yee MMA","Flyweight","character(0)","character(0)","5","6"
"275","Tim Elliott",1986-12-24,"31","Lee's Summit, Missouri","United States",9,"9","Glory MMA & Fitness","Flyweight","character(0)","character(0)","5","7"
"276","Josh Emmett",1985-03-04,"33","Sacramento, California","United States",8,"20","Team Alpha Male","Featherweight","character(0)","character(0)","5","6"
"277","Santiago Ponzinibbio",1986-09-26,"32","La Plata","Argentina",14,"38","American Top Team","Welterweight","Gente Boa","Gente Boa","6","0"
"278","Glover Teixeira",1979-10-28,"38","Sobralia, Minas Gerais","Brazil",16,"57","Teixeira MMA & Fitness","Light Heavyweight","character(0)","character(0)","6","2"
"279","Julian Marquez",1990-05-08,"28","Kansas City, Missouri","United States",16,"50","Syndicate MMA","Middleweight","The Cuban Missile Crisis","The Cuban Missile Crisis","6","2"
"280","Chad Laprise",1986-07-23,"32","London, Ontario","Canada",12,"32","Adrenaline Training Center","Welterweight","The Disciple","The Disciple","5","10"
"281","Nordine Taleb",1981-06-10,"37","Montreal, Quebec","Canada",15,"38","Tristar Gym","Welterweight","character(0)","character(0)","6","1"
"282","Rafael dos Anjos",1984-10-26,"33","Rio de Janeiro, Rio de Janeiro","Brazil",11,"38","Evolve MMA / RDA Academy","Welterweight","character(0)","character(0)","5","9"
"283","Scott Holtzman",1983-09-30,"35","Knoxville, Tennessee","United States",11,"29","Shield Systems / MMA Lab","Lightweight","Hot Sauce","Hot Sauce","5","9"
"284","Benito Lopez",1994-04-06,"24","Oroville, California","United States",12,"14","Team Alpha Male","Bantamweight","Golden Boy","Golden Boy","5","10"
"285","Alexis Davis",1984-10-04,"34","Port Colborne, Ontario","Canada",8,"9","Combat Sports Academy","Flyweight","Ally-Gator","Ally-Gator","5","6"
"286","Andre Soukhamthath",1988-10-23,"29","Woonsocket, Rhode Island","United States",11,"14","Combat Club","Bantamweight","The Asian Sensation","The Asian Sensation","5","9"
"287","Trevin Giles",1992-08-06,"26","Houston, Texas","United States",14,"50","Texas Elite MMA","Middleweight","The Problem","The Problem","6","0"
"288","Francis Ngannou",1986-09-05,"32","Paris","France",18,"98","MMA Factory","Heavyweight","The Predator","The Predator","6","4"
"289","Eddie Alvarez",1984-01-11,"34","Philadelphia, Pennsylvania","United States",12,"29","Ricardo Almeida Jiu-Jitsu","Lightweight","The Underground King","The Underground King","5","10"
"290","Tecia Torres",1989-08-16,"29","Fort Lauderdale, Florida","United States",3,"4","American Top Team","Strawweight","The Tiny Tornado","The Tiny Tornado","5","1"
"291","Paul Felder",1985-04-25,"33","Philadelphia, Pennsylvania","United States",12,"38","Roufusport","Welterweight","The Irish Dragon","The Irish Dragon","5","10"
"292","Yancy Medeiros",1987-09-07,"31","Makaha, Hawaii","United States",12,"38","Team Hakuilua","Welterweight","The Kid","The Kid","5","10"
"293","Felice Herrig",1984-09-18,"34","Buffalo Grove, Illinois","United States",6,"4","Team Curran","Strawweight","Lil Bulldog","Lil Bulldog","5","4"
"294","Amanda Bobby Cooper",1991-10-22,"26","Bath, Michigan","United States",5,"4","Scorpion Fighting System","Strawweight","ABC","ABC","5","3"
"295","Max Holloway",1991-12-04,"26","Waianae, Hawaii","United States",13,"20","Gracie Technics / Hawaii Elite MMA","Featherweight","Blessed","Blessed","5","11"
"296","Lauren Murphy",1983-07-27,"35","Anchorage, Alaska","United States",9,"9","MMA Lab","Flyweight","Lucky","Lucky","5","7"
