id,name,nickname,url,height,height_inches,weight,reach,stance,is_orthodox,dob,record,record_wins,record_losses,record_draws
150,Mauricio Rua,"""Shogun""",http://www.fightmetric.com/fighter-details/140745cbbcb023ac,"6' 1""",73,205,76,Orthodox,1,"Nov 25, 1981",25-11-0,25,11,0
151,Anthony Smith,"""Lionheart""",http://www.fightmetric.com/fighter-details/d4c9dcd330403612,"6' 4""",76,205,76,Orthodox,1,"Jul 26, 1988",30-13-0,30,13,0
152,Glover Teixeira,,http://www.fightmetric.com/fighter-details/7ff97850e8c32bda,"6' 2""",74,205,76,Orthodox,1,"Oct 28, 1979",27-7-0,27,7,0
153,Corey Anderson,"""Overtime""",http://www.fightmetric.com/fighter-details/5e4eec08896c9423,"6' 3""",75,205,79,Orthodox,1,"Sep 22, 1989",12-4-0,12,4,0
154,Vitor Miranda,"""Lex Luthor""",http://www.fightmetric.com/fighter-details/4bcb6eb12b4ad4aa,"6' 1""",73,185,77,Orthodox,1,"Mar 10, 1979",13-7-0,13,7,0
155,Abu Azaitar,"""Gladiator""",http://www.fightmetric.com/fighter-details/46d0a888d87d91ac,"5' 9""",69,185,76,Orthodox,1,"Mar 10, 1986",14-1-1 (1 NC),14,1,1
156,Marcin Tybura,"""Tybur""",http://www.fightmetric.com/fighter-details/c9cf753cfdf77fc2,"6' 3""",75,249,78,Orthodox,1,"Nov 09, 1985",17-4-0,17,4,0
157,Stefan Struve,"""Skyscraper""",http://www.fightmetric.com/fighter-details/ebc1f40e00e0c481,"6' 11""",83,265,84,Orthodox,1,"Feb 18, 1988",32-11-0,32,11,0
158,Danny Roberts,"""Hot Chocolate""",http://www.fightmetric.com/fighter-details/a6cba6bb66c1a8c9,"6' 1""",73,170,74,Southpaw,0,"Jul 14, 1987",16-3-0,16,3,0
159,David Zawada,"""Sagat""",http://www.fightmetric.com/fighter-details/3bb2dc8e87b10a46,"6' 0""",72,170,75,Orthodox,1,"Aug 01, 1990",16-4-0,16,4,0
160,Nasrat Haqparast,,http://www.fightmetric.com/fighter-details/b7b84ccd221be298,"5' 10""",70,155,72,Southpaw,0,"Aug 22, 1995",9-2-0,9,2,0
161,Marc Diakiese,"""Bonecrusher""",http://www.fightmetric.com/fighter-details/32c355b04fc57f3a,"5' 10""",70,155,73,Orthodox,1,"Mar 16, 1993",12-3-0,12,3,0
162,Nick Hein,"""Sergeant""",http://www.fightmetric.com/fighter-details/2816ced060a21be3,"5' 6""",66,155,66,Southpaw,0,"Apr 24, 1984",14-4-0 (1 NC),14,4,0
163,Damir Hadzovic,"""The Bosnian Bomber""",http://www.fightmetric.com/fighter-details/38c626ca912c7bac,"5' 9""",69,155,70,Orthodox,1,"Aug 08, 1986",12-4-0,12,4,0
164,Emil Meek,"""Valhalla""",http://www.fightmetric.com/fighter-details/103b06d8707895a9,"5' 11""",71,170,74,Switch,0,"Aug 20, 1988",9-4-1 (1 NC),9,4,1
165,Bartosz Fabinski,"""The Butcher""",http://www.fightmetric.com/fighter-details/e17ac6410c8377f4,"6' 0""",72,170,75,Orthodox,1,"Apr 26, 1986",14-2-0,14,2,0
166,Khalid Taha,"""The Warrior""",http://www.fightmetric.com/fighter-details/b4537562f88ac582,"5' 5""",65,145,69,Orthodox,1,"Feb 15, 1992",12-2-0,12,2,0
167,Nad Narimani,"""Smiler""",http://www.fightmetric.com/fighter-details/776a58a67665a171,"5' 8""",68,145,70,Orthodox,1,"Apr 14, 1987",11-2-0,11,2,0
168,Justin Ledet,"""El Blanco""",http://www.fightmetric.com/fighter-details/ba1e6cb3d43f7430,"6' 4""",76,205,80,Orthodox,1,"Sep 28, 1988",9-1-0 (1 NC),9,1,0
169,Aleksandar Rakic,,http://www.fightmetric.com/fighter-details/333b9e5c723ac873,"6' 4""",76,205,78,Orthodox,1,"Feb 06, 1992",10-1-0,10,1,0
170,Davey Grant,"""Dangerous""",http://www.fightmetric.com/fighter-details/113df4fde64735c6,"5' 8""",68,135,69,,0,"Dec 18, 1985",10-4-0,10,4,0
171,Manny Bermudez,"""The Bermudez Triangle""",http://www.fightmetric.com/fighter-details/2dc1bc1a02961656,"5' 10""",70,135,71,Orthodox,1,"Jul 16, 1994",13-0-0,13,0,0
172,Jeremy Kimball,"""Grizzly""",http://www.fightmetric.com/fighter-details/917a5cb9821df261,"6' 0""",72,205,72,Switch,0,"Jan 03, 1991",15-8-0,15,8,0
173,Darko Stosic,,http://www.fightmetric.com/fighter-details/025f0b1b58fbad01,"6' 0""",72,205,76,Orthodox,1,"Feb 09, 1992",13-1-0,13,1,0
174,Damian Stasiak,"""Webster""",http://www.fightmetric.com/fighter-details/42a7e90605df3c8a,"5' 5""",65,135,70,Orthodox,1,"Feb 20, 1990",10-6-0,10,6,0
175,Liu Pingyuan,,http://www.fightmetric.com/fighter-details/31bbd39c0a075d4e,"5' 6""",66,135,72,Orthodox,1,"Feb 13, 1993",12-5-0,12,5,0
176,Junior Dos Santos,"""Cigano""",http://www.fightmetric.com/fighter-details/63def5a5662a6917,"6' 4""",76,238,77,Orthodox,1,"Jan 30, 1984",19-5-0,19,5,0
177,Blagoy Ivanov,"""Baga""",http://www.fightmetric.com/fighter-details/1788eee370f077b7,"5' 11""",71,250,73,Southpaw,0,"Oct 09, 1986",16-2-0 (1 NC),16,2,0
178,Sage Northcutt,"""Super""",http://www.fightmetric.com/fighter-details/ed9d8ee3a4239b1c,"6' 0""",72,170,71,Orthodox,1,"Mar 01, 1996",11-2-0,11,2,0
179,Zak Ottow,"""The Barbarian""",http://www.fightmetric.com/fighter-details/47cd337b86b1af92,"5' 11""",71,170,72,Orthodox,1,"Dec 22, 1986",16-6-0,16,6,0
180,Dennis Bermudez,"""The Menace""",http://www.fightmetric.com/fighter-details/6f242453c91a5af0,"5' 6""",66,145,66,Orthodox,1,"Dec 13, 1986",17-9-0,17,9,0
181,Rick Glenn,"""The Gladiator""",http://www.fightmetric.com/fighter-details/814ff3018127e8fc,"6' 0""",72,145,70,Southpaw,0,"Apr 12, 1989",21-5-1,21,5,1
182,Randy Brown,"""Rudeboy""",http://www.fightmetric.com/fighter-details/c6aee362c7a7d482,"6' 3""",75,170,78,Orthodox,1,"Jul 08, 1990",10-3-0,10,3,0
183,Myles Jury,"""Fury""",http://www.fightmetric.com/fighter-details/08e908ed6d18d6a0,"5' 10""",70,145,73,Orthodox,1,"Oct 31, 1988",17-3-0,17,3,0
184,Chad Mendes,"""Money""",http://www.fightmetric.com/fighter-details/b5b684eac99ae0a3,"5' 6""",66,145,66,Orthodox,1,"May 01, 1985",18-4-0,18,4,0
185,Cat Zingano,"""Alpha""",http://www.fightmetric.com/fighter-details/3ecd936bd8814108,"5' 6""",66,135,68,Southpaw,0,"Jul 01, 1982",10-3-0,10,3,0
186,Marion Reneau,"""The Belizean Bruiser""",http://www.fightmetric.com/fighter-details/c7d297714d9ab1a4,"5' 6""",66,135,68,Orthodox,1,"Jun 20, 1977",9-4-1,9,4,1
187,Eddie Wineland,,http://www.fightmetric.com/fighter-details/fc9a9559a05f2704,"5' 7""",67,135,69,Orthodox,1,"Jun 26, 1984",23-13-1,23,13,1
188,Alejandro Perez,"""Turbo""",http://www.fightmetric.com/fighter-details/80daefbed11ce998,"5' 6""",66,135,67,Orthodox,1,"Sep 02, 1989",22-6-1,22,6,1
189,Darren Elkins,"""The Damage""",http://www.fightmetric.com/fighter-details/92a9aa9c93192871,"5' 10""",70,145,71,Orthodox,1,"May 16, 1984",25-6-0,25,6,0
190,Alexander Volkanovski,"""The Great""",http://www.fightmetric.com/fighter-details/e1248941344b3288,"5' 6""",66,145,71,Orthodox,1,"Sep 29, 1988",18-1-0,18,1,0
191,Justin Scoggins,,http://www.fightmetric.com/fighter-details/9fa568ad2bf2cb0b,"5' 7""",67,125,66,Southpaw,0,"May 02, 1992",11-5-0,11,5,0
192,Said Nurmagomedov,,http://www.fightmetric.com/fighter-details/0fd5f4b838e890cc,"5' 8""",68,125,70,Orthodox,1,"Apr 05, 1992",12-1-0,12,1,0
193,Kurt Holobaugh,,http://www.fightmetric.com/fighter-details/a7151778b3381036,"5' 11""",71,145,73,Orthodox,1,"Sep 08, 1986",17-5-0 (1 NC),17,5,0
194,Raoni Barcelos,,http://www.fightmetric.com/fighter-details/b9f28e7045fdfce7,"5' 7""",67,145,67,Orthodox,1,"May 01, 1987",12-1-0,12,1,0
195,Liz Carmouche,"""Girlrilla""",http://www.fightmetric.com/fighter-details/51a0c09cbe9b8472,"5' 6""",66,125,66,Orthodox,1,"Feb 19, 1984",11-6-0,11,6,0
196,Jennifer Maia,,http://www.fightmetric.com/fighter-details/8e1f36476ef02a6a,"5' 4""",64,125,64,Orthodox,1,"Oct 06, 1988",15-5-1,15,5,1
197,Mark De La Rosa,"""Bumblebee""",http://www.fightmetric.com/fighter-details/f57dd0bfa8c17813,"5' 6""",66,135,65,Orthodox,1,"Aug 31, 1994",10-1-0,10,1,0
198,Elias Garcia,,http://www.fightmetric.com/fighter-details/ac5a7400da3a9a41,"5' 5""",65,125,67,Southpaw,0,"Sep 13, 1992",6-1-0,6,1,0
199,Jessica Aguilar,"""Jag""",http://www.fightmetric.com/fighter-details/8f382b3baa954d2a,"5' 3""",63,115,63,Orthodox,1,"May 08, 1982",20-6-0,20,6,0
200,Jodie Esquibel,,http://www.fightmetric.com/fighter-details/411539901068522f,"5' 3""",63,115,64,Orthodox,1,"May 07, 1986",6-4-0,6,4,0
201,Stipe Miocic,,http://www.fightmetric.com/fighter-details/d28dee5c705991df,"6' 4""",76,240,80,Orthodox,1,"Aug 19, 1982",18-3-0,18,3,0
202,Daniel Cormier,"""DC""",http://www.fightmetric.com/fighter-details/d967f0128c323de6,"5' 11""",71,235,72,Orthodox,1,"Mar 20, 1979",21-1-0 (1 NC),21,1,0
203,Francis Ngannou,"""The Predator""",http://www.fightmetric.com/fighter-details/8d03ce87ca14e778,"6' 4""",76,250,83,Orthodox,1,"Sep 05, 1986",11-3-0,11,3,0
204,Derrick Lewis,"""The Black Beast""",http://www.fightmetric.com/fighter-details/d3df1add9d9a7efb,"6' 3""",75,260,79,Orthodox,1,"Feb 07, 1985",20-5-0 (1 NC),20,5,0
205,Paul Felder,"""The Irish Dragon""",http://www.fightmetric.com/fighter-details/e5010b1b94ca5755,"5' 11""",71,170,70,Orthodox,1,"Apr 25, 1984",15-4-0,15,4,0
206,Mike Perry,"""Platinum""",http://www.fightmetric.com/fighter-details/f2b6fdb20675b11c,"5' 10""",70,170,71,Orthodox,1,"Sep 15, 1991",12-3-0,12,3,0
207,Michael Chiesa,"""Maverick""",http://www.fightmetric.com/fighter-details/c58f51dedb310998,"6' 1""",73,155,75,Southpaw,0,"Dec 07, 1987",14-4-0,14,4,0
208,Anthony Pettis,"""Showtime""",http://www.fightmetric.com/fighter-details/cbb682f5fcc44bfc,"5' 10""",70,155,72,Orthodox,1,"Jan 27, 1987",21-7-0,21,7,0
209,Gokhan Saki,"""The Rebel""",http://www.fightmetric.com/fighter-details/4690d47bf725fd98,"6' 0""",72,205,73,Orthodox,1,"Oct 19, 1983",1-2-0,1,2,0
210,Khalil Rountree Jr.,"""The War Horse""",http://www.fightmetric.com/fighter-details/749f572d1d3161fb,"6' 1""",73,205,76,Southpaw,0,"Feb 26, 1990",8-2-0 (1 NC),8,2,0
211,Uriah Hall,"""Prime Time""",http://www.fightmetric.com/fighter-details/65578a75fa7900e3,"6' 0""",72,185,79,Orthodox,1,"Jul 31, 1984",14-9-0,14,9,0
212,Paulo Costa,"""The Eraser""",http://www.fightmetric.com/fighter-details/2e5c2aa8e4ab9d82,"6' 1""",73,185,72,,0,"Apr 21, 1991",12-0-0,12,0,0
213,Raphael Assuncao,,http://www.fightmetric.com/fighter-details/2f13e4020cea5b38,"5' 5""",65,135,66,Orthodox,1,"Jul 19, 1982",27-5-0,27,5,0
214,Rob Font,,http://www.fightmetric.com/fighter-details/05339613bf8e9808,"5' 8""",68,135,71,Orthodox,1,"Jun 25, 1987",15-4-0,15,4,0
215,Lando Vannata,"""Groovy""",http://www.fightmetric.com/fighter-details/f9b200db02b488d9,"5' 9""",69,155,71,Orthodox,1,"Mar 14, 1992",9-3-1,9,3,1
216,Drakkar Klose,,http://www.fightmetric.com/fighter-details/7cbf7c78d3b34218,"5' 9""",69,155,70,Orthodox,1,"Mar 09, 1988",9-1-1,9,1,1
217,Curtis Millender,"""Curtious""",http://www.fightmetric.com/fighter-details/f1928a52590c5532,"6' 2""",74,170,76,Orthodox,1,"Dec 01, 1987",16-3-0,16,3,0
218,Max Griffin,"""Pain""",http://www.fightmetric.com/fighter-details/b0d6a1d8ac3d563d,"5' 11""",71,170,76,Orthodox,1,"Nov 29, 1985",14-5-0,14,5,0
219,Dan Hooker,"""The Hangman""",http://www.fightmetric.com/fighter-details/193b9d1858bc4df3,"6' 0""",72,155,75,Switch,0,"Feb 13, 1990",18-7-0,18,7,0
220,Gilbert Burns,"""Durinho""",http://www.fightmetric.com/fighter-details/23024fdfc966410a,"5' 10""",70,155,71,Orthodox,1,"Jul 20, 1986",13-3-0,13,3,0
221,Jamie Moyle,,http://www.fightmetric.com/fighter-details/882d62561063a927,"5' 1""",61,115,65,Orthodox,1,"Mar 17, 1989",4-3-0,4,3,0
222,Emily Whitmire,"""Spitfire""",http://www.fightmetric.com/fighter-details/b3d21b2610dcfaeb,"5' 5""",65,115,63,,0,"May 24, 1991",3-2-0,3,2,0
223,Brad Tavares,,http://www.fightmetric.com/fighter-details/0c6d9ea8306c029e,"6' 1""",73,185,74,Orthodox,1,"Dec 21, 1987",17-6-0,17,6,0
224,Israel Adesanya,"""The Last Stylebender""",http://www.fightmetric.com/fighter-details/1338e2c7480bdf9e,"6' 4""",76,185,80,Switch,0,"Jul 22, 1989",14-0-0,14,0,0
225,Michael Trizano,"""The Lone Wolf""",http://www.fightmetric.com/fighter-details/5bf31a46becc1204,"5' 11""",71,155,73,Orthodox,1,"Dec 31, 1991",8-0-0,8,0,0
226,Joe Giannetti,"""Skeletor""",http://www.fightmetric.com/fighter-details/946db8a378903cc3,"6' 0""",72,155,74,Southpaw,0,"Jul 05, 1995",7-1-0,7,1,0
227,Jay Cucciniello,"""Mellow Fellow""",http://www.fightmetric.com/fighter-details/683ea28a198936fe,"5' 7""",67,155,--,Orthodox,1,"Jul 23, 1986",9-1-0,9,1,0
228,Brad Katona,"""Superman""",http://www.fightmetric.com/fighter-details/7b433309b0fd12aa,"5' 6""",66,145,65,Orthodox,1,"Dec 19, 1991",8-0-0,8,0,0
229,Alex Caceres,"""Bruce Leeroy""",http://www.fightmetric.com/fighter-details/7aa3d6964eff4877,"5' 10""",70,145,73,Southpaw,0,"Jun 20, 1988",14-11-0 (1 NC),14,11,0
230,Martin Bravo,"""El Toro""",http://www.fightmetric.com/fighter-details/9c44f290f5726d95,"5' 8""",68,145,71,Southpaw,0,"Sep 21, 1993",12-2-0,12,2,0
231,Roxanne Modafferi,"""The Happy Warrior""",http://www.fightmetric.com/fighter-details/4498b382c65a7faa,"5' 7""",67,125,69,,0,"Sep 24, 1982",22-15-0,22,15,0
232,Barb Honchak,"""Little Warrior""",http://www.fightmetric.com/fighter-details/472f6f6e6d962f40,"5' 4""",64,125,65,,0,"Aug 30, 1979",10-5-0,10,5,0
233,Alessio Di Chirico,"""Manzo""",http://www.fightmetric.com/fighter-details/77d7295d1b22c694,"6' 0""",72,185,74,Orthodox,1,"Dec 12, 1989",12-2-0,12,2,0
234,Julian Marquez,"""The Cuban Missle Crisis""",http://www.fightmetric.com/fighter-details/d0e1b42d41dab603,"6' 2""",74,185,75,Orthodox,1,"May 08, 1990",7-2-0,7,2,0
235,Montana De La Rosa,,http://www.fightmetric.com/fighter-details/80d8aed0ca9b00f3,"5' 7""",67,125,68,,0,"Feb 14, 1995",9-4-0,9,4,0
236,Rachael Ostovich,,http://www.fightmetric.com/fighter-details/01784fbc27c68b14,"5' 3""",63,125,62,,0,"Feb 25, 1991",4-4-0,4,4,0
237,Luis Pena,"""Violent Bob Ross""",http://www.fightmetric.com/fighter-details/2844b047183a1adb,"6' 3""",75,155,76,Southpaw,0,"Jul 05, 1993",5-0-0,5,0,0
238,Richie Smullen,,http://www.fightmetric.com/fighter-details/f75c5ca0d91b9115,"5' 9""",69,155,68,Orthodox,1,"Aug 17, 1991",3-1-1,3,1,1
239,John Gunther,"""The Machine""",http://www.fightmetric.com/fighter-details/3956bdc8ab2e54b3,"5' 9""",69,155,72,Orthodox,1,"Nov 24, 1985",7-1-0,7,1,0
240,Allan Zuniga,"""Tigre""",http://www.fightmetric.com/fighter-details/523af801b3429015,"5' 7""",67,155,70,Orthodox,1,"Apr 04, 1992",13-2-0,13,2,0
241,Tyler Diamond,,http://www.fightmetric.com/fighter-details/f5f6419c5f00abad,"5' 7""",67,145,69,Orthodox,1,"Mar 18, 1991",9-2-0,9,2,0
242,Bryce Mitchell,"""Thug Nasty""",http://www.fightmetric.com/fighter-details/d9c6f19f958643e9,"5' 10""",70,145,--,Southpaw,0,"Oct 04, 1994",10-1-0,10,1,0
243,Matt Bessette,"""The Mangler""",http://www.fightmetric.com/fighter-details/0b8d512c79b4baf3,"5' 10""",70,145,70,Orthodox,1,"Dec 28, 1984",22-9-0 (1 NC),22,9,0
244,Steven Peterson,"""Ocho""",http://www.fightmetric.com/fighter-details/b93c06d09d1c4ac0,"5' 10""",70,145,70,Orthodox,1,"May 29, 1990",17-6-0,17,6,0
245,Gerald Meerschaert,"""GM3""",http://www.fightmetric.com/fighter-details/6ac9bc2953c47345,"6' 1""",73,185,77,Southpaw,0,"Dec 18, 1987",28-9-0,28,9,0
246,Oskar Piechota,"""Imadlo""",http://www.fightmetric.com/fighter-details/1cf7ccf64a5bf24e,"6' 0""",72,185,76,Southpaw,0,"Jan 24, 1990",11-1-1,11,1,1
247,Donald Cerrone,"""Cowboy""",http://www.fightmetric.com/fighter-details/1d00756835ca67c9,"6' 1""",73,170,73,Orthodox,1,"Mar 29, 1983",33-11-0 (1 NC),33,11,0
248,Leon Edwards,"""Rocky""",http://www.fightmetric.com/fighter-details/f1fac969a1d70b08,"6' 0""",72,170,74,Southpaw,0,"Aug 25, 1991",16-3-0,16,3,0
249,Ovince Saint Preux,,http://www.fightmetric.com/fighter-details/50db8711c70196cd,"6' 3""",75,205,80,Southpaw,0,"Apr 08, 1983",23-11-0,23,11,0
250,Tyson Pedro,,http://www.fightmetric.com/fighter-details/49e96ff8ab781589,"6' 3""",75,205,79,Orthodox,1,"Sep 17, 1991",7-2-0,7,2,0
251,Jessica-Rose Clark,"""Jessy Jess""",http://www.fightmetric.com/fighter-details/6c8072b61c276e67,"5' 5""",65,125,64,Orthodox,1,"Nov 28, 1987",9-5-0 (1 NC),9,5,0
252,Jessica Eye,"""Evil""",http://www.fightmetric.com/fighter-details/f72465a784c1b084,"5' 6""",66,125,66,Orthodox,1,"Jul 27, 1986",13-6-0 (1 NC),13,6,0
253,Li Jingliang,"""The Leech""",http://www.fightmetric.com/fighter-details/e64b96c07d7ce999,"6' 0""",72,170,71,Orthodox,1,"Mar 20, 1988",15-5-0,15,5,0
254,Daichi Abe,,http://www.fightmetric.com/fighter-details/5140122c3eecd307,"5' 11""",71,170,71,Orthodox,1,"Nov 27, 1991",6-2-0,6,2,0
255,Teruto Ishihara,"""Yashabo""",http://www.fightmetric.com/fighter-details/88cd34d836b4ebcd,"5' 7""",67,135,69,Southpaw,0,"Jul 23, 1991",11-6-2,11,6,2
256,Felipe Arantes,"""Sertanejo""",http://www.fightmetric.com/fighter-details/71002dbc1743b9a7,"5' 8""",68,135,73,Orthodox,1,"Feb 09, 1988",18-10-1 (2 NC),18,10,1
257,Song Yadong,"""The Terminator""",http://www.fightmetric.com/fighter-details/efb96bf3e9ada36f,"5' 8""",68,135,67,Orthodox,1,"Dec 02, 1997",11-3-0 (2 NC),11,3,0
258,Rolando Dy,"""Dy Incredible""",http://www.fightmetric.com/fighter-details/55ed59d541f8b90c,"5' 8""",68,145,69,Orthodox,1,"Aug 11, 1990",9-7-1 (1 NC),9,7,1
259,Shane Young,"""Sugar""",http://www.fightmetric.com/fighter-details/4cd8b03aee1d0138,"5' 8""",68,145,72,Orthodox,1,"Jul 31, 1993",12-4-0,12,4,0
260,Song Kenan,"""The Assassin""",http://www.fightmetric.com/fighter-details/32490e80ddab1e5a,"6' 0""",72,170,71,Orthodox,1,"Mar 10, 1990",14-4-0,14,4,0
261,Hector Aldana,"""El Charro""",http://www.fightmetric.com/fighter-details/c487223b0289bda9,"5' 11""",71,170,72,Orthodox,1,"Aug 17, 1988",4-2-0,4,2,0
262,Shinsho Anzai,"""Animal""",http://www.fightmetric.com/fighter-details/4665f9f909cd7214,"5' 7""",67,170,70,Orthodox,1,"Dec 01, 1985",10-3-0,10,3,0
263,Jake Matthews,"""The Celtic Kid""",http://www.fightmetric.com/fighter-details/a845f0735bc67405,"5' 11""",71,170,73,Orthodox,1,"Aug 19, 1994",14-3-0,14,3,0
264,Viviane Pereira,"""Sucuri""",http://www.fightmetric.com/fighter-details/d50382dc0565a9e1,"5' 1""",61,115,63,Orthodox,1,"Aug 28, 1993",13-2-0,13,2,0
265,Yan Xiaonan,"""Nine""",http://www.fightmetric.com/fighter-details/c41d426cc7326d1b,"5' 5""",65,115,63,Orthodox,1,"Jun 16, 1989",9-1-0 (1 NC),9,1,0
266,Matt Schnell,"""Danger""",http://www.fightmetric.com/fighter-details/67c1d46f4ed16f9e,"5' 8""",68,125,70,Orthodox,1,"Jan 15, 1990",12-4-0,12,4,0
267,Naoki Inoue,,http://www.fightmetric.com/fighter-details/199eb7cf6ae90294,"5' 9""",69,125,71,Orthodox,1,"Jun 14, 1997",11-1-0,11,1,0
268,Jenel Lausa,"""The Demolition Man""",http://www.fightmetric.com/fighter-details/ec664422b22d9787,"5' 5""",65,125,68,Orthodox,1,"Aug 01, 1988",7-5-0,7,5,0
269,Ulka Sasaki,"""Ulka""",http://www.fightmetric.com/fighter-details/7c3c48cf54a2848e,"5' 10""",70,125,71,Southpaw,0,"Oct 07, 1989",21-5-2,21,5,2
270,Ji Yeon Kim,"""Firefist""",http://www.fightmetric.com/fighter-details/a20f234df70f2182,"5' 7""",67,125,72,Orthodox,1,"Oct 18, 1989",8-1-2,8,1,2
271,Melinda Fabian,,http://www.fightmetric.com/fighter-details/8c020156779f7888,"5' 6""",66,125,66,,0,"Jun 25, 1987",4-4-2,4,4,2
272,Robert Whittaker,"""The Reaper""",http://www.fightmetric.com/fighter-details/e1147d3d2dabe1ce,"6' 0""",72,185,73,Orthodox,1,"Dec 20, 1990",21-4-0,21,4,0
273,Yoel Romero,"""Soldier of God""",http://www.fightmetric.com/fighter-details/f77c68bb4be8516d,"6' 0""",72,185,73,Southpaw,0,"Apr 30, 1977",13-3-0,13,3,0
274,Rafael Dos Anjos,,http://www.fightmetric.com/fighter-details/6a2f7c151031653d,"5' 8""",68,170,70,Southpaw,0,"Oct 26, 1984",28-10-0,28,10,0
275,Colby Covington,"""Chaos""",http://www.fightmetric.com/fighter-details/dc9572dd6ec74859,"5' 11""",71,170,72,Orthodox,1,"Feb 22, 1988",14-1-0,14,1,0
276,Holly Holm,"""The Preacher's Daughter""",http://www.fightmetric.com/fighter-details/634e2fb70bde3fd5,"5' 8""",68,145,69,Southpaw,0,"Oct 17, 1981",12-4-0,12,4,0
277,Megan Anderson,,http://www.fightmetric.com/fighter-details/a0e75f4a13eb73f1,"6' 0""",72,145,73,Orthodox,1,"Feb 11, 1990",8-3-0,8,3,0
278,Tai Tuivasa,"""Bam Bam""",http://www.fightmetric.com/fighter-details/c62fbc117d57b943,"6' 2""",74,264,75,Southpaw,0,"Mar 16, 1993",10-0-0,10,0,0
279,CM Punk,"""CM Punk""",http://www.fightmetric.com/fighter-details/a8c9d16fe2a14d72,"6' 1""",73,170,73,Orthodox,1,"Oct 26, 1978",0-2-0,0,2,0
280,Mike Jackson,"""The Truth""",http://www.fightmetric.com/fighter-details/0641c21bec209472,"6' 2""",74,170,--,Orthodox,1,"Mar 22, 1985",1-1-0,1,1,0
281,Alistair Overeem,"""The Demolition Man""",http://www.fightmetric.com/fighter-details/b4ad3a06ee4d660c,"6' 4""",76,265,80,Orthodox,1,"May 17, 1980",43-17-0 (1 NC),43,17,0
282,Curtis Blaydes,"""Razor""",http://www.fightmetric.com/fighter-details/fa6796c55d6c5440,"6' 4""",76,265,80,Orthodox,1,"Feb 18, 1991",10-1-0 (1 NC),10,1,0
283,Claudia Gadelha,"""Claudinha""",http://www.fightmetric.com/fighter-details/ec34349e7dffcde7,"5' 4""",64,115,63,Orthodox,1,"Dec 07, 1988",16-3-0,16,3,0
284,Ricardo Lamas,"""The Bully""",http://www.fightmetric.com/fighter-details/3974fa35c917af1d,"5' 8""",68,145,71,Orthodox,1,"May 21, 1982",18-7-0,18,7,0
285,Mirsad Bektic,,http://www.fightmetric.com/fighter-details/cbd3e590a85b18c5,"5' 8""",68,145,70,Orthodox,1,"Feb 16, 1991",13-1-0,13,1,0
286,Rashad Coulter,"""Daywalker""",http://www.fightmetric.com/fighter-details/d1528ac5675558b1,"5' 11""",71,245,76,Orthodox,1,"Nov 27, 1981",8-4-0,8,4,0
287,Chris de la Rocha,,http://www.fightmetric.com/fighter-details/e51ee8ded927fc51,"6' 3""",75,250,80,Orthodox,1,"May 15, 1979",4-2-0,4,2,0
288,Rashad Evans,"""Suga""",http://www.fightmetric.com/fighter-details/ee779c43a8926d52,"6' 0""",72,205,75,Orthodox,1,"Sep 25, 1979",24-8-1,24,8,1
289,Joseph Benavidez,,http://www.fightmetric.com/fighter-details/80eacd4da0617c57,"5' 4""",64,125,65,Southpaw,0,"Jul 31, 1984",25-5-0,25,5,0
290,Sergio Pettis,"""The Phenom""",http://www.fightmetric.com/fighter-details/de75d1c45a39e221,"5' 6""",66,125,69,Orthodox,1,"Aug 18, 1993",17-3-0,17,3,0
291,Clay Guida,"""The Carpenter""",http://www.fightmetric.com/fighter-details/c47df9303d318c67,"5' 7""",67,155,70,Orthodox,1,"Dec 08, 1981",34-15-0,34,15,0
292,Mike Santiago,,http://www.fightmetric.com/fighter-details/bc656db347f31e19,"5' 10""",70,145,69,Orthodox,1,"Jul 28, 1989",21-12-0,21,12,0
293,Dan Ige,"""Dynamite""",http://www.fightmetric.com/fighter-details/82a5152216251682,"5' 7""",67,145,71,Orthodox,1,"Aug 06, 1991",9-2-0,9,2,0
294,Marlon Moraes,"""Magic""",http://www.fightmetric.com/fighter-details/fea79f9bc8c68769,"5' 6""",66,135,67,Orthodox,1,"Apr 26, 1988",21-5-1,21,5,1
295,Gregor Gillespie,"""The Gift""",http://www.fightmetric.com/fighter-details/84ff027394f7e470,"5' 9""",69,155,71,Orthodox,1,"Nov 13, 1986",12-0-0,12,0,0
296,Vinc Pichel,"""From Hell""",http://www.fightmetric.com/fighter-details/c77a953488e5607d,"5' 10""",70,155,72,Orthodox,1,"Nov 23, 1982",11-2-0,11,2,0
